,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,label,score
73,1844873829816074544,Fri Oct 11 22:52:51 +0000 2024,3,Wonderful WordPress drama video commentary https://t.co/FJ8b3mtwK9 #wpdrama #WordPress,1844873829816074544,,,en,"Brisbane, Australia",0,0,1,https://x.com/George_SLiu/status/1844873829816074544,1587928336507887616,George_SLiu,wonderful wordpress drama video commentary wpdrama wordpress,positive,0.5719
74,1844867174428483622,Fri Oct 11 22:26:25 +0000 2024,14,Quick shout out to the unsung devs and agencies who are getting it done for their clients despite the WP drama. You are awesome.,1844867174428483622,,,en,"Savannah, GA",0,1,0,https://x.com/awcodes1/status/1844867174428483622,1248058415722696707,awcodes1,quick shout unsung devs agencies getting done clients despite wp drama awesome,negative,-0.6167
75,1844866670822818302,Fri Oct 11 22:24:24 +0000 2024,6,Has anyone gotten a check yet from Silverlake or WPE for saying anything negative about he who shall not be named because then he'll block you? Because I'm waiting for my check I could really use the money. #wpdrama,1844866670822818302,,,en,Somewhere in Washington State,0,0,0,https://x.com/drpotter/status/1844866670822818302,14120119,drpotter,anyone gotten check yet silverlake wpe saying anything negative shall named block waiting check could really use money wpdrama,negative,-0.765
76,1844856195321921562,Fri Oct 11 21:42:47 +0000 2024,1,I'm truly sorry that my English is so poor. Due to the #WPDrama I'd be completely lost or too embarrassed to write much in english if it weren't for Google Translate or ChatGPT.,1844856195321921562,,,en,"Erlangen, Deutschland",0,0,0,https://x.com/xwolf/status/1844856195321921562,14623982,xwolf,truly sorry english poor due wpdrama completely lost embarrassed write much english google translate chatgpt,negative,-0.707
77,1844854194743726416,Fri Oct 11 21:34:50 +0000 2024,3,In many of the marketplaces for commercial themes champagne corks are likely popping because of the #WPDrama. Many are probably preparing to offer their own well-maintained plugin directories. Everyone will try to step in and take on Automattic's role as a trusted index.,1844854194743726416,,,en,"Erlangen, Deutschland",0,0,0,https://x.com/xwolf/status/1844854194743726416,14623982,xwolf,many marketplaces commercial themes champagne corks likely popping wpdrama many probably preparing offer well maintained plugin directories everyone try step take automattic role trusted index,positive,0.7506
79,1844837341267165447,Fri Oct 11 20:27:52 +0000 2024,175,I have it from multiple trusted sources that the Matt surprise today will cross lines and break open source ethics. His villain era is truly here. @wp_acf @wpengine #automattic #wpdrama #wordpress,1844837341267165447,,,en,Mexico,6,24,14,https://x.com/kellie/status/1844837341267165447,790217,kellie,multiple trusted sources matt surprise today cross lines break open source ethics villain era truly wp acf wpengine automattic wpdrama wordpress,positive,0.6705
80,1844834528998682688,Fri Oct 11 20:16:41 +0000 2024,8,I just bought a domain related to WordPress News as part of a free domain offer with hosting. Should I start publishing WordPress news? What do you think? Maybe start with #WPDrama and make a living out of it. ,1844834528998682688,,,en,"Fatehpur, Uttar Pradesh, INDIA",0,3,0,https://x.com/ask_hellosatya/status/1844834528998682688,1167385606973820929,ask_hellosatya,bought domain related wordpress news part free domain offer hosting start publishing wordpress news think maybe start wpdrama make living,positive,0.5106
81,1844821002880176417,Fri Oct 11 19:45:32 +0000 2024,1,@SteveDPirie @mgaak1dev According to Grok: The WordPress vs. WP Engine drama involves WordPress co-founder Matt Mullenweg criticizing WP Engine for not contributing enough to the open-source community and for allegedly confusing users with its branding. This led to: - **Public Criticism**: Mullenweg,1844826688204800217,,SteveDPirie,en,"Colorado Springs, CO",0,1,0,https://x.com/AndrewKepson/status/1844826688204800217,960728272614010880,AndrewKepson,stevedpirie mgaak1dev according grok wordpress vs wp engine drama involves wordpress co founder matt mullenweg criticizing wp engine contributing enough open source community allegedly confusing users branding led public criticism mullenweg,negative,-0.5106
82,1844826567563714738,Fri Oct 11 19:45:03 +0000 2024,2,I own a @wpengine T-shirt which I'm wearing regularly. Am I still allowed to login to https://t.co/AXk9QxsA4r? #WordPress #wpengine #wpdrama,1844826567563714738,,,en,Berlin • Germany,0,0,0,https://x.com/berlindave/status/1844826567563714738,14854377,berlindave,wpengine shirt wearing regularly still allowed login wordpress wpengine wpdrama,neutral,0.0
83,1844600974142288262,Fri Oct 11 18:26:53 +0000 2024,0,@No_Drama_Lama_ All government employees will be part of the unemployment stats very quickly!!!!,1844806896995410039,,No_Drama_Lama_,en,"Pretoria, South Africa",0,0,0,https://x.com/WP15JPN/status/1844806896995410039,2744559201,WP15JPN,drama lama government employees part unemployment stats quickly,negative,-0.4404
86,1844785521156854119,Fri Oct 11 17:01:57 +0000 2024,2,@htmxlabs so it the WP drama enough to get you on team https://t.co/6zcgWTb50h yet? We have no lawsuit checkboxes... yet!,1844785521156854119,,htmxlabs,en,Las Vegas,0,0,0,https://x.com/DelaneyGillilan/status/1844785521156854119,2203976485,DelaneyGillilan,htmxlabs wp drama enough get team yet lawsuit checkboxes yet,positive,0.0258
87,1844755528712651211,Fri Oct 11 16:40:48 +0000 2024,1,@Aaronontheweb The WP drama would be easier to understand if there were VCs calling for an exit (could there be?!). But sustainability doesn't always mean financially . &gt; the ability to be maintained at a certain rate or level. I do wonder what the real motivator is. Ego? Srsly? Maybe? ,1844780200472580461,,Aaronontheweb,en,"Redmond, WA USA",0,0,0,https://x.com/robmen/status/1844780200472580461,14245742,robmen,aaronontheweb wp drama would easier understand vcs calling exit could sustainability always mean financially gt ability maintained certain rate level wonder real motivator ego srsly maybe,positive,0.8519
88,1844777163196682450,Fri Oct 11 16:28:44 +0000 2024,152,I've been completely ignoring the WP/WPE drama. I can personally recommend the experience. 5 star ratings for peacefulness and productivity. You should try it.,1844777163196682450,,,en,"Atlanta, GA",2,19,3,https://x.com/thekevingeary/status/1844777163196682450,1223540658,thekevingeary,completely ignoring wp wpe drama personally recommend experience 5 star ratings peacefulness productivity try,positive,0.5974
89,1844775499790205325,Fri Oct 11 16:22:08 +0000 2024,224,In today's episode of the #WordPress #WPdrama: how to destroy WordPress events. (screenshot from the WordPress Meta Slack channel) https://t.co/uyw2zmiBtv,1844775499790205325,https://pbs.twimg.com/media/GZn0FvHWUAQcs_8.png,,en,Barcelona / Granada (Spain),5,5,18,https://x.com/JavierCasares/status/1844775499790205325,2261732827,JavierCasares,today episode wordpress wpdrama destroy wordpress events screenshot wordpress meta slack channel,negative,-0.5423
91,1844769236566114720,Fri Oct 11 15:57:14 +0000 2024,1,this might help you with this #wpdrama,1844769236566114720,,,en,Explore My Work Here ➡️,0,0,0,https://x.com/rednishat/status/1844769236566114720,58135250,rednishat,might help wpdrama,positive,0.4019
92,1844488198719930694,Fri Oct 11 15:41:38 +0000 2024,0,@I_amKareem I m not worried about the drama affecting my ability to get work done. I think it s that the drama is making me look more critically at WP and see a shaky legacy outdated system. Gutenberg is still an embarrassment. Would I choose WP if I were choosing a CMS today? Not sure.,1844765307551842533,,I_amKareem,en,Free Bricks masterclass →,0,0,0,https://x.com/MrDaveFoy/status/1844765307551842533,761365,MrDaveFoy,amkareem worried drama affecting ability get work done think drama making look critically wp see shaky legacy outdated system gutenberg still embarrassment would choose wp choosing cms today sure,positive,0.1531
93,1844762276173160581,Fri Oct 11 15:29:35 +0000 2024,8,I wrote about the bizarre complex high-stakes drama playing out at WordPress whose CEO is determined to use any means and any talking points he can to undermine his client-competitor WP Engine even as the company sues him in turn: https://t.co/2xUhEnz2Tr,1844762276173160581,,,en,BROOKLYN I know I know I know,0,1,5,https://x.com/pahwa_nitish/status/1844762276173160581,378322892,pahwa_nitish,wrote bizarre complex high stakes drama playing wordpress whose ceo determined use means talking points undermine client competitor wp engine even company sues turn,positive,0.1779
94,1844758547621429466,Fri Oct 11 15:14:46 +0000 2024,6,The recent WP drama led me to reflect and conclude that the clients I enjoy working with the most as the ones with whom we have an ongoing relationship of mutual trust and a shared sense of purpose. Without this the commitment is transactional. Invest energy wisely folks. ,1844758547621429466,,,en,"Midlands, UK",0,0,2,https://x.com/nickwilmot/status/1844758547621429466,23741966,nickwilmot,recent wp drama led reflect conclude clients enjoy working ones ongoing relationship mutual trust shared sense purpose without commitment transactional invest energy wisely folks,positive,0.9121
95,1844756035011289139,Fri Oct 11 15:04:47 +0000 2024,57,100% I've gotten a *lot* of messages from stayers telling me just that. They all have my support. Even those who haven't messaged me and are internally calling for Matt to sue me/make an example of me to scare others from speaking out. I see you. #wordpress #wpdrama,1844756035011289139,,,en,Mexico,1,3,3,https://x.com/kellie/status/1844756035011289139,790217,kellie,100 gotten lot messages stayers telling support even messaged internally calling matt sue make example scare others speaking see wordpress wpdrama,negative,-0.128
96,1844751893828083728,Fri Oct 11 14:48:19 +0000 2024,37,Petty is as petty does. #wordpress #wpdrama #wordpressed https://t.co/h1pxVGhk3b,1844751893828083728,,,en,Mexico,1,1,8,https://x.com/kellie/status/1844751893828083728,790217,kellie,petty petty wordpress wpdrama wordpressed,negative,-0.3818
98,1844744466688557065,Fri Oct 11 14:18:49 +0000 2024,2,I am absolutely definitely not retweeting this to capitalize on the Matt Mullenweg / WP Engine / Silver Lake / ACF Wordpress drama ... But anyway thanks for the love @iangrayhazzard!,1844744466688557065,,,en,,0,0,0,https://x.com/nate_caminata/status/1844744466688557065,1615727733358706689,nate_caminata,absolutely definitely retweeting capitalize matt mullenweg wp engine silver lake acf wordpress drama anyway thanks love iangrayhazzard,positive,0.902
99,1844737127424335929,Fri Oct 11 14:06:44 +0000 2024,5,@sinanisler Scrolling my For You tab: WP Drama WP Drama WP Drama Boobs Fist fight Fist fight Elon Fist fight with boobs showing Elon MAGA MAGA Boner pill advertisement,1844741429006045258,,sinanisler,en,"Orange County, CA",0,2,0,https://x.com/briancoords/status/1844741429006045258,1400919377474588673,briancoords,sinanisler scrolling tab wp drama wp drama wp drama boobs fist fight fist fight elon fist fight boobs showing elon maga maga boner pill advertisement,negative,-0.4215
100,1844103821678739766,Thu Oct 10 13:59:28 +0000 2024,0,@geerlingguy AFAIK Matt claims that WP engine was the one burning the wider WP community Although I must admit I'm not following this drama,1844377212050604448,,geerlingguy,en,Land of the Free,0,2,0,https://x.com/VoxelPrismatic/status/1844377212050604448,1043308202677489664,VoxelPrismatic,geerlingguy afaik matt claims wp engine one burning wider wp community although must admit following drama,positive,0.5859
101,1844374736161452269,Thu Oct 10 13:49:38 +0000 2024,0,@elon can you get a new feature added so you can hide things like #wpdrama if you're no longer interested?,1844374736161452269,,elon,en,"Manhattan, KS",0,0,0,https://x.com/epicserve/status/1844374736161452269,598503,epicserve,elon get new feature added hide things like wpdrama longer interested,positive,0.5423
102,1844370260159496677,Thu Oct 10 13:31:51 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/P8m3xDGF94 via @techcrunch,1844370260159496677,,,en,"Washington, DC",0,0,0,https://x.com/InsightsTodd/status/1844370260159496677,4332351760,InsightsTodd,wordpress vs wp engine drama explained via techcrunch,positive,0.25
103,1844296421966741657,Thu Oct 10 13:16:56 +0000 2024,1,@mehbubrashid Google and Apple are quite equal in size and power. And they only fight in court However the two parties in #wpdrama are not equal; it's more like the big guy bullying the smaller one. Regardless the checkbox is unnecessarily overdone in my opinion.,1844366505099788684,,mehbubrashid,en,Sai Gon,0,1,0,https://x.com/minhnhut37/status/1844366505099788684,1685238127,minhnhut37,mehbubrashid google apple quite equal size power fight court however two parties wpdrama equal like big guy bullying smaller one regardless checkbox unnecessarily overdone opinion,negative,-0.3182
